episode,step,reward,min_range,v,w,timestamp
3,369,-0.098,0.5339723229408264,-0.08,0.9,1762042452.3313165
3,370,0.156,0.5339723229408264,0.18,1.2,1762042452.4313123
3,371,-0.098,0.5339723229408264,-0.08,-0.9,1762042452.531335
3,372,-0.098,0.5339723229408264,-0.08,-0.9,1762042452.6313434
3,373,-0.098,0.5339723229408264,-0.08,-0.9,1762042452.7313128
3,374,-0.098,0.5339723229408264,-0.08,-0.9,1762042452.8313055
3,375,-0.098,0.5339723229408264,-0.08,-0.9,1762042452.93132
3,376,-0.098,0.5339723229408264,-0.08,-0.9,1762042453.0313597
3,377,-0.098,0.5339723229408264,-0.08,-0.9,1762042453.1313026
3,378,-0.098,0.5339373350143433,-0.08,-0.9,1762042453.2313242
3,379,-0.098,0.5336654186248779,-0.08,-0.9,1762042453.331324
3,380,0.156,0.5335261225700378,0.18,1.2,1762042453.4313073
3,381,-0.098,0.533520519733429,-0.08,0.9,1762042453.5313272
3,382,-0.098,0.5337849855422974,-0.08,0.9,1762042453.6314697
3,383,-0.098,0.5342362523078918,-0.08,0.9,1762042453.731337
3,384,-0.098,0.5345125198364258,-0.08,0.9,1762042453.8313377
3,385,-0.098,0.5353468656539917,-0.08,0.9,1762042453.9313262
3,386,-0.098,0.5357660055160522,-0.08,0.9,1762042454.03137
3,387,-0.098,0.5332556366920471,-0.08,0.9,1762042454.1313157
3,388,-0.098,0.5347936749458313,-0.08,0.9,1762042454.2313552
3,389,0.156,0.5310537219047546,0.18,1.2,1762042454.3313127
3,390,-0.098,0.5309600234031677,-0.08,-0.9,1762042454.4313333
3,391,-0.098,0.5306351780891418,-0.08,-0.9,1762042454.531256
3,392,-0.098,0.5306351780891418,-0.08,-0.9,1762042454.631289
3,393,-0.098,0.5303553342819214,-0.08,-0.9,1762042454.7312546
3,394,-0.098,0.5300641059875488,-0.08,-0.9,1762042454.8313346
3,395,-0.098,0.5299723148345947,-0.08,-0.9,1762042454.9312212
3,396,-0.098,0.5299098491668701,-0.08,-0.9,1762042455.0313237
3,397,-0.098,0.5299098491668701,-0.08,-0.9,1762042455.131244
3,398,0.156,0.5342686772346497,0.18,1.2,1762042455.2313154
3,399,-0.098,0.5335105061531067,-0.08,0.9,1762042455.3312469
3,400,-0.098,0.5342345833778381,-0.08,0.9,1762042455.4312947
3,401,-0.098,0.5308992266654968,-0.08,0.9,1762042455.5312495
3,402,-0.098,0.5329710841178894,-0.08,0.9,1762042455.6313314
3,403,-0.098,0.5314729809761047,-0.08,0.9,1762042455.7312965
3,404,-0.098,0.5332394242286682,-0.08,0.9,1762042455.8313363
3,405,-0.098,0.5306220650672913,-0.08,0.9,1762042455.9312465
3,406,-0.098,0.5322205424308777,-0.08,0.9,1762042456.031338
3,407,-0.098,0.5306233167648315,-0.08,0.9,1762042456.131304
3,408,0.156,0.530265212059021,0.18,1.2,1762042456.2313664
3,409,-0.098,0.5301427841186523,-0.08,-0.9,1762042456.3312593
3,410,-0.098,0.5298246741294861,-0.08,-0.9,1762042456.4313068
3,411,-0.098,0.5455294251441956,-0.08,-0.9,1762042456.5313342
3,412,-0.098,0.551960825920105,-0.08,-0.9,1762042456.6313162
3,413,-0.098,0.5643916130065918,-0.08,-0.9,1762042456.7312899
3,414,-0.098,0.5724796652793884,-0.08,-0.9,1762042456.8313415
3,415,-0.098,0.5843703746795654,-0.08,-0.9,1762042456.9312325
3,416,-0.098,0.5866851806640625,-0.08,-0.9,1762042457.0313478
3,417,-0.098,0.5880716443061829,-0.08,-0.9,1762042457.131251
3,418,0.156,0.5880647301673889,0.18,1.2,1762042457.2313073
3,419,-0.098,0.5882827639579773,-0.08,0.9,1762042457.3311958
3,420,-0.098,0.5864128470420837,-0.08,0.9,1762042457.4313185
3,421,-0.098,0.5850308537483215,-0.08,0.9,1762042457.5311942
3,422,-0.098,0.5839735865592957,-0.08,0.9,1762042457.6313345
3,423,-0.098,0.5834205150604248,-0.08,0.9,1762042457.7313213
3,424,-0.098,0.5837395191192627,-0.08,0.9,1762042457.8313322
3,425,-0.098,0.5838136672973633,-0.08,0.9,1762042457.9313104
3,426,-0.098,0.5839892029762268,-0.08,0.9,1762042458.031356
3,427,-0.098,0.5840896964073181,-0.08,0.9,1762042458.131333
3,428,0.156,0.5842784643173218,0.18,1.2,1762042458.2313478
3,429,-0.098,0.5842177271842957,-0.08,-0.9,1762042458.3313277
3,430,-0.098,0.5842177271842957,-0.08,-0.9,1762042458.4313169
3,431,-0.098,0.5842176675796509,-0.08,-0.9,1762042458.5313654
3,432,-0.098,0.5841535329818726,-0.08,-0.9,1762042458.631325
3,433,-0.098,0.5841465592384338,-0.08,-0.9,1762042458.7313128
3,434,-0.098,0.5841410756111145,-0.08,-0.9,1762042458.8313088
3,435,-0.098,0.5841424465179443,-0.08,-0.9,1762042458.931333
3,436,-0.098,0.5840705037117004,-0.08,-0.9,1762042459.0313468
3,437,-0.098,0.5847344398498535,-0.08,-0.9,1762042459.131342
3,438,0.156,0.5859575867652893,0.18,1.2,1762042459.2313342
3,439,-0.098,0.5857749581336975,-0.08,0.9,1762042459.3313272
3,440,-0.098,0.5841671228408813,-0.08,0.9,1762042459.4312894
3,441,-0.098,0.5834651589393616,-0.08,0.9,1762042459.5313373
3,442,-0.098,0.5833420753479004,-0.08,0.9,1762042459.631365
3,443,-0.098,0.5833135843276978,-0.08,0.9,1762042459.731322
3,444,-0.098,0.5834490060806274,-0.08,0.9,1762042459.831308
3,445,-0.098,0.5817390084266663,-0.08,0.9,1762042459.9313917
3,446,-0.098,0.5812297463417053,-0.08,0.9,1762042460.0313268
3,447,-0.098,0.5830734968185425,-0.08,0.9,1762042460.1313007
3,448,0.156,0.5812995433807373,0.18,1.2,1762042460.2313051
3,449,-0.098,0.5816165208816528,-0.08,-0.9,1762042460.3313372
3,450,-0.098,0.5836796760559082,-0.08,-0.9,1762042460.4313304
3,451,-0.098,0.5834094882011414,-0.08,-0.9,1762042460.5313585
3,452,-0.098,0.5827387571334839,-0.08,-0.9,1762042460.6313052
3,453,-0.098,0.5825876593589783,-0.08,-0.9,1762042460.7313294
3,454,-0.098,0.5825876593589783,-0.08,-0.9,1762042460.8313024
3,455,-0.098,0.5825876593589783,-0.08,-0.9,1762042460.9313498
3,456,-0.098,0.5825876593589783,-0.08,-0.9,1762042461.0313337
3,457,0.156,0.5825876593589783,0.18,1.2,1762042461.1313617
3,458,-0.098,0.582543134689331,-0.08,0.9,1762042461.2312663
3,459,-0.098,0.5826432704925537,-0.08,0.9,1762042461.3313742
3,460,-0.098,0.5828311443328857,-0.08,0.9,1762042461.4312704
3,461,-0.098,0.5829275846481323,-0.08,0.9,1762042461.5313525
3,462,-0.098,0.5831198692321777,-0.08,0.9,1762042461.6312706
3,463,-0.098,0.5831601023674011,-0.08,0.9,1762042461.7313268
3,464,-0.098,0.5822660326957703,-0.08,0.9,1762042461.8313203
3,465,-0.098,0.5806894898414612,-0.08,0.9,1762042461.9313357
3,466,-0.098,0.5811876058578491,-0.08,0.9,1762042462.0312958
3,467,0.156,0.5823995471000671,0.18,1.2,1762042462.1313193
3,468,-0.098,0.5820149183273315,-0.08,-0.9,1762042462.231215
3,469,-0.098,0.5830684900283813,-0.08,-0.9,1762042462.3313205
3,470,-0.098,0.5830652713775635,-0.08,-0.9,1762042462.4312363
3,471,-0.098,0.5830707550048828,-0.08,-0.9,1762042462.5313675
3,472,-0.098,0.5830807089805603,-0.08,-0.9,1762042462.631252
3,473,-0.098,0.5830676555633545,-0.08,-0.9,1762042462.7312799
3,474,-0.098,0.5830746293067932,-0.08,-0.9,1762042462.831242
3,475,-0.098,0.5830761790275574,-0.08,-0.9,1762042462.9313283
3,476,0.156,0.583074152469635,0.18,1.2,1762042463.0312197
3,477,-0.098,0.5830076932907104,-0.08,0.9,1762042463.1312938
3,478,-0.098,0.5830569267272949,-0.08,0.9,1762042463.231482
3,479,-0.098,0.5831095576286316,-0.08,0.9,1762042463.3313403
3,480,-0.098,0.5832232236862183,-0.08,0.9,1762042463.4313207
3,481,-0.098,0.5827071666717529,-0.08,0.9,1762042463.5313458
3,482,-0.098,0.581717312335968,-0.08,0.9,1762042463.6313384
3,483,-0.098,0.5798923969268799,-0.08,0.9,1762042463.7312984
3,484,-0.098,0.5799989700317383,-0.08,0.9,1762042463.8313298
3,485,0.156,0.5800348520278931,0.18,1.2,1762042463.931308
3,486,-0.098,0.5798839330673218,-0.08,-0.9,1762042464.0313354
3,487,-0.098,0.5797441005706787,-0.08,-0.9,1762042464.1313114
3,488,-0.098,0.5803216099739075,-0.08,-0.9,1762042464.2313046
3,489,-0.098,0.5824648141860962,-0.08,-0.9,1762042464.3313391
3,490,-0.098,0.5833668112754822,-0.08,-0.9,1762042464.4313252
3,491,-0.098,0.5828295350074768,-0.08,-0.9,1762042464.5313585
3,492,-0.098,0.5823204517364502,-0.08,-0.9,1762042464.6313334
3,493,-0.098,0.5842428803443909,-0.08,-0.9,1762042464.7313638
3,494,-0.098,0.5914823412895203,-0.08,-0.9,1762042464.8313622
3,495,0.156,0.6074897050857544,0.18,1.2,1762042464.9313564
3,496,-0.098,0.6074826121330261,-0.08,0.9,1762042465.031347
3,497,-0.098,0.6074826121330261,-0.08,0.9,1762042465.131312
3,498,-0.098,0.6074826121330261,-0.08,0.9,1762042465.2313445
3,499,-0.098,0.6080756187438965,-0.08,0.9,1762042465.33133
3,500,-0.098,0.6077100038528442,-0.08,0.9,1762042465.4313457
3,501,-0.098,0.6078027486801147,-0.08,0.9,1762042465.5313437
3,502,-0.098,0.6078035235404968,-0.08,0.9,1762042465.6313171
3,503,-0.098,0.6078033447265625,-0.08,0.9,1762042465.731303
3,504,-0.098,0.607797384262085,-0.08,0.9,1762042465.8313386
3,505,0.156,0.6078092455863953,0.18,1.2,1762042465.9313717
3,506,-0.098,0.6077021360397339,-0.08,-0.9,1762042466.031379
3,507,-0.098,0.6071695685386658,-0.08,-0.9,1762042466.1313083
3,508,-0.098,0.6069566607475281,-0.08,-0.9,1762042466.2313168
3,509,-0.098,0.6067327260971069,-0.08,-0.9,1762042466.3313253
3,510,-0.098,0.6064280867576599,-0.08,-0.9,1762042466.4313204
3,511,-0.098,0.606200098991394,-0.08,-0.9,1762042466.531332
3,512,-0.098,0.606200098991394,-0.08,-0.9,1762042466.631342
3,513,-0.098,0.606200098991394,-0.08,-0.9,1762042466.7312899
3,514,0.156,0.606200098991394,0.18,1.2,1762042466.8313358
3,515,-0.098,0.606200098991394,-0.08,0.9,1762042466.9312305
3,516,-0.098,0.606200098991394,-0.08,0.9,1762042467.0314007
3,517,-0.098,0.606200098991394,-0.08,0.9,1762042467.1312344
3,518,-0.098,0.606200098991394,-0.08,0.9,1762042467.2313352
3,519,-0.098,0.6062249541282654,-0.08,0.9,1762042467.3312497
3,520,-0.098,0.6064860820770264,-0.08,0.9,1762042467.4313598
3,521,-0.098,0.6071600914001465,-0.08,0.9,1762042467.5312955
3,522,-0.098,0.6071686148643494,-0.08,0.9,1762042467.6313262
3,523,-0.098,0.607164740562439,-0.08,0.9,1762042467.7312405
3,524,0.156,0.6071644425392151,0.18,1.2,1762042467.8312979
3,525,-0.098,0.6071644425392151,-0.08,-0.9,1762042467.9313476
3,526,-0.098,0.6071234941482544,-0.08,-0.9,1762042468.0313344
3,527,-0.098,0.6069944500923157,-0.08,-0.9,1762042468.1312287
3,528,-0.098,0.6068121194839478,-0.08,-0.9,1762042468.2313294
3,529,-0.098,0.6067371964454651,-0.08,-0.9,1762042468.3312485
3,530,-0.098,0.606525719165802,-0.08,-0.9,1762042468.4313319
3,531,-0.098,0.6108837723731995,-0.08,-0.9,1762042468.5312138
3,532,-0.098,0.6108894348144531,-0.08,-0.9,1762042468.6313264
3,533,-0.098,0.6108779907226562,-0.08,-0.9,1762042468.73127
3,534,0.156,0.610883355140686,0.18,1.2,1762042468.8313236
3,535,-0.098,0.6107161045074463,-0.08,0.9,1762042468.9313266
3,536,-0.098,0.6106892228126526,-0.08,0.9,1762042469.031306
3,537,-0.098,0.6106838583946228,-0.08,0.9,1762042469.1313107
3,538,-0.098,0.6106899976730347,-0.08,0.9,1762042469.2312763
3,539,-0.098,0.6106892228126526,-0.08,0.9,1762042469.331333
3,540,-0.098,0.6106895804405212,-0.08,0.9,1762042469.4312885
3,541,-0.098,0.6106900572776794,-0.08,0.9,1762042469.5313573
3,542,-0.098,0.6106839179992676,-0.08,0.9,1762042469.6313145
3,543,0.156,0.6107940077781677,0.18,1.2,1762042469.7313235
3,544,-0.098,0.6060216426849365,-0.08,-0.9,1762042469.831313
3,545,-0.098,0.6017470955848694,-0.08,-0.9,1762042469.9313312
3,546,-0.098,0.6054271459579468,-0.08,-0.9,1762042470.0313573
3,547,-0.098,0.6096845269203186,-0.08,-0.9,1762042470.1313295
3,548,-0.098,0.6098973751068115,-0.08,-0.9,1762042470.231341
3,549,-0.098,0.6099033355712891,-0.08,-0.9,1762042470.331342
3,550,-0.098,0.6098915934562683,-0.08,-0.9,1762042470.4313104
3,551,-0.098,0.6098978519439697,-0.08,-0.9,1762042470.531353
3,552,-0.098,0.6097632050514221,-0.08,-0.9,1762042470.631328
3,553,0.156,0.6096619367599487,0.18,1.2,1762042470.7313337
3,554,-0.098,0.6104606986045837,-0.08,0.9,1762042470.831334
3,555,-0.098,0.6095603704452515,-0.08,0.9,1762042470.93135
3,556,-0.098,0.6096751093864441,-0.08,0.9,1762042471.0313365
3,557,-0.098,0.610998809337616,-0.08,0.9,1762042471.1313357
3,558,-0.098,0.6106024384498596,-0.08,0.9,1762042471.2313256
3,559,-0.098,0.613913357257843,-0.08,0.9,1762042471.3313396
3,560,-0.098,0.6129589676856995,-0.08,0.9,1762042471.4313192
3,561,-0.098,0.6154971718788147,-0.08,0.9,1762042471.531353
3,562,-0.098,0.6150603890419006,-0.08,0.9,1762042471.6313062
3,563,0.156,0.6163671612739563,0.18,1.2,1762042471.7313254
3,564,-0.098,0.6167100667953491,-0.08,-0.9,1762042471.831303
3,565,-0.098,0.6174031496047974,-0.08,-0.9,1762042471.931356
3,566,-0.098,0.6171529293060303,-0.08,-0.9,1762042472.0313065
3,567,-0.098,0.6170302629470825,-0.08,-0.9,1762042472.131311
3,568,-0.098,0.6168038249015808,-0.08,-0.9,1762042472.2312374
3,569,-0.098,0.6166849136352539,-0.08,-0.9,1762042472.3313243
3,570,-0.098,0.616446852684021,-0.08,-0.9,1762042472.4312487
3,571,-0.098,0.6163068413734436,-0.08,-0.9,1762042472.5313404
3,572,-0.098,0.6159700155258179,-0.08,-0.9,1762042472.6312864
3,573,0.156,0.6158214211463928,0.18,1.2,1762042472.7312927
3,574,-0.098,0.615941047668457,-0.08,0.9,1762042472.8312387
3,575,-0.098,0.6181972026824951,-0.08,0.9,1762042472.9313297
3,576,-0.098,0.6196202039718628,-0.08,0.9,1762042473.0312624
3,577,-0.098,0.6188724040985107,-0.08,0.9,1762042473.13135
3,578,-0.098,0.6221915483474731,-0.08,0.9,1762042473.2312763
3,579,-0.098,0.621391773223877,-0.08,0.9,1762042473.331308
3,580,-0.098,0.6233614087104797,-0.08,0.9,1762042473.4312172
3,581,-0.098,0.6233590245246887,-0.08,0.9,1762042473.5313554
3,582,0.156,0.6233547329902649,0.18,1.2,1762042473.6312413
3,583,-0.098,0.6230455040931702,-0.08,-0.9,1762042473.731327
3,584,-0.098,0.6231712102890015,-0.08,-0.9,1762042473.8312392
3,585,-0.098,0.6231712102890015,-0.08,-0.9,1762042473.9313118
3,586,-0.098,0.6231712102890015,-0.08,-0.9,1762042474.0312335
3,587,-0.098,0.6231712102890015,-0.08,-0.9,1762042474.1313121
3,588,-0.098,0.6231712102890015,-0.08,-0.9,1762042474.231391
3,589,-0.098,0.62308669090271,-0.08,-0.9,1762042474.3313255
3,590,-0.098,0.6256370544433594,-0.08,-0.9,1762042474.4313185
3,591,0.156,0.6326279640197754,0.18,1.2,1762042474.5313249
3,592,-0.098,0.6324878931045532,-0.08,0.9,1762042474.6313055
3,593,-0.098,0.632542610168457,-0.08,0.9,1762042474.7313154
3,594,-0.098,0.6325649619102478,-0.08,0.9,1762042474.8312912
3,595,-0.098,0.6325836181640625,-0.08,0.9,1762042474.931318
3,596,-0.098,0.6325828433036804,-0.08,0.9,1762042475.0313308
3,597,-0.098,0.6325803399085999,-0.08,0.9,1762042475.131279
3,598,-0.098,0.6325845122337341,-0.08,0.9,1762042475.2313173
3,599,-0.098,0.6325844526290894,-0.08,0.9,1762042475.331301
3,600,0.156,0.6325810551643372,0.18,1.2,1762042475.4313345
4,1,-0.098,0.6321213245391846,-0.08,-0.9,1762042475.531339
4,2,-0.098,0.6320815086364746,-0.08,-0.9,1762042475.6313326
4,3,-0.098,0.6319143176078796,-0.08,-0.9,1762042475.7313445
4,4,-0.098,0.6318742632865906,-0.08,-0.9,1762042475.8313217
4,5,-0.098,0.6318423748016357,-0.08,-0.9,1762042475.931317
4,6,-0.098,0.631854772567749,-0.08,-0.9,1762042476.0313737
4,7,-0.098,0.6318820714950562,-0.08,-0.9,1762042476.1313155
4,8,-0.098,0.6318952441215515,-0.08,-0.9,1762042476.2313237
4,9,-0.098,0.6319233775138855,-0.08,-0.9,1762042476.3313081
4,10,0.156,0.6319389939308167,0.18,1.2,1762042476.4313252
4,11,-0.098,0.6319446563720703,-0.08,0.9,1762042476.5313382
4,12,-0.098,0.6319453120231628,-0.08,0.9,1762042476.6313272
4,13,-0.098,0.6319453120231628,-0.08,0.9,1762042476.7313447
4,14,-0.098,0.6332489252090454,-0.08,0.9,1762042476.831341
4,15,-0.098,0.6334189772605896,-0.08,0.9,1762042476.93134
4,16,-0.098,0.6329437494277954,-0.08,0.9,1762042477.0313728
4,17,-0.098,0.633021354675293,-0.08,0.9,1762042477.1313295
4,18,-0.098,0.633021354675293,-0.08,0.9,1762042477.2313113
4,19,-0.098,0.633021354675293,-0.08,0.9,1762042477.3313053
4,20,0.156,0.633021354675293,0.18,1.2,1762042477.4313347
4,21,-0.098,0.6329426765441895,-0.08,-0.9,1762042477.5313354
4,22,-0.098,0.6329314112663269,-0.08,-0.9,1762042477.6313014
4,23,-0.098,0.6329250335693359,-0.08,-0.9,1762042477.731291
4,24,-0.098,0.6329216957092285,-0.08,-0.9,1762042477.8313224
4,25,-0.098,0.6329305768013,-0.08,-0.9,1762042477.931266
4,26,-0.098,0.6329250335693359,-0.08,-0.9,1762042478.0313644
4,27,-0.098,0.6329253315925598,-0.08,-0.9,1762042478.1312656
4,28,-0.098,0.6329303979873657,-0.08,-0.9,1762042478.2313075
4,29,-0.098,0.6329216361045837,-0.08,-0.9,1762042478.3313067
4,30,0.156,0.6329264044761658,0.18,1.2,1762042478.4312904
4,31,-0.098,0.6331567168235779,-0.08,0.9,1762042478.5313091
4,32,-0.098,0.6332390308380127,-0.08,0.9,1762042478.631312
4,33,-0.098,0.6333091855049133,-0.08,0.9,1762042478.7312932
4,34,-0.098,0.6349864602088928,-0.08,0.9,1762042478.8313277
4,35,-0.098,0.6341245174407959,-0.08,0.9,1762042478.9312937
4,36,-0.098,0.6351959109306335,-0.08,0.9,1762042479.0313263
4,37,-0.098,0.6332845687866211,-0.08,0.9,1762042479.1312382
4,38,-0.098,0.6332860589027405,-0.08,0.9,1762042479.2313027
4,39,-0.098,0.6332871913909912,-0.08,0.9,1762042479.3312821
4,40,0.156,0.6333036422729492,0.18,1.2,1762042479.4313564
4,41,-0.098,0.6333084106445312,-0.08,-0.9,1762042479.5312712
4,42,-0.098,0.6333317756652832,-0.08,-0.9,1762042479.6313424
4,43,-0.098,0.6333613395690918,-0.08,-0.9,1762042479.731219
4,44,-0.098,0.6333820223808289,-0.08,-0.9,1762042479.8313649
4,45,-0.098,0.6333909630775452,-0.08,-0.9,1762042479.9313545
4,46,-0.098,0.6352790594100952,-0.08,-0.9,1762042480.0313783
4,47,-0.098,0.635229766368866,-0.08,-0.9,1762042480.1313639
4,48,-0.098,0.6352668404579163,-0.08,-0.9,1762042480.2313
4,49,0.156,0.6352668404579163,0.18,1.2,1762042480.3313718
4,50,-0.098,0.6351271867752075,-0.08,0.9,1762042480.4313087
4,51,-0.098,0.6351298093795776,-0.08,0.9,1762042480.5313423
4,52,-0.098,0.6351219415664673,-0.08,0.9,1762042480.631284
4,53,-0.098,0.635120153427124,-0.08,0.9,1762042480.731357
4,54,-0.098,0.6331700086593628,-0.08,0.9,1762042480.8312917
4,55,-0.098,0.633166491985321,-0.08,0.9,1762042480.9313262
4,56,-0.098,0.633211076259613,-0.08,0.9,1762042481.0312614
4,57,-0.098,0.6332025527954102,-0.08,0.9,1762042481.1313024
4,58,0.156,0.6354347467422485,0.18,1.2,1762042481.231271
4,59,-0.098,0.6353039741516113,-0.08,-0.9,1762042481.331292
4,60,-0.098,0.6350729465484619,-0.08,-0.9,1762042481.4312758
4,61,-0.098,0.6348927021026611,-0.08,-0.9,1762042481.5313175
4,62,-0.098,0.6347041130065918,-0.08,-0.9,1762042481.63131
4,63,-0.098,0.6346054673194885,-0.08,-0.9,1762042481.7312968
4,64,-0.098,0.6343855261802673,-0.08,-0.9,1762042481.8312995
4,65,-0.098,0.6343750357627869,-0.08,-0.9,1762042481.931324
4,66,-0.098,0.634405255317688,-0.08,-0.9,1762042482.0312922
4,67,-0.098,0.6344203948974609,-0.08,-0.9,1762042482.1313293
4,68,0.156,0.6344522833824158,0.18,1.2,1762042482.2312896
4,69,-0.098,0.6341157555580139,-0.08,0.9,1762042482.331328
4,70,-0.098,0.6341100931167603,-0.08,0.9,1762042482.4312434
4,71,-0.098,0.6343265175819397,-0.08,0.9,1762042482.5313263
4,72,-0.098,0.635988712310791,-0.08,0.9,1762042482.6313024
4,73,-0.098,0.6365926265716553,-0.08,0.9,1762042482.7313342
4,74,-0.098,0.6371217966079712,-0.08,0.9,1762042482.8313036
4,75,-0.098,0.6370949745178223,-0.08,0.9,1762042482.9313362
4,76,-0.098,0.6370538473129272,-0.08,0.9,1762042483.0312521
4,77,0.156,0.637053370475769,0.18,1.2,1762042483.1313455
4,78,-0.098,0.6367204189300537,-0.08,-0.9,1762042483.2312348
4,79,-0.098,0.636681079864502,-0.08,-0.9,1762042483.331321
4,80,-0.098,0.636681079864502,-0.08,-0.9,1762042483.4312277
4,81,-0.098,0.636681079864502,-0.08,-0.9,1762042483.5313365
4,82,-0.098,0.636681079864502,-0.08,-0.9,1762042483.6312358
4,83,-0.098,0.6366798281669617,-0.08,-0.9,1762042483.7313461
4,84,-0.098,0.6363875865936279,-0.08,-0.9,1762042483.8312595
4,85,-0.098,0.6362899541854858,-0.08,-0.9,1762042483.931353
4,86,-0.098,0.636123776435852,-0.08,-0.9,1762042484.0312686
4,87,0.156,0.6361199021339417,0.18,1.2,1762042484.1313536
4,88,-0.098,0.6364181041717529,-0.08,0.9,1762042484.231264
4,89,-0.098,0.6359712481498718,-0.08,0.9,1762042484.3314042
4,90,-0.098,0.6366190314292908,-0.08,0.9,1762042484.4312737
4,91,-0.098,0.6371383666992188,-0.08,0.9,1762042484.531332
4,92,-0.098,0.6373648047447205,-0.08,0.9,1762042484.6312413
4,93,-0.098,0.6384549736976624,-0.08,0.9,1762042484.731324
4,94,-0.098,0.6385140419006348,-0.08,0.9,1762042484.8312745
4,95,-0.098,0.6368723511695862,-0.08,0.9,1762042484.9313517
4,96,-0.098,0.6368295550346375,-0.08,0.9,1762042485.0312955
4,97,0.156,0.6368295550346375,0.18,1.2,1762042485.1312928
4,98,-0.098,0.6365759372711182,-0.08,-0.9,1762042485.2312074
4,99,-0.098,0.6365759372711182,-0.08,-0.9,1762042485.3313072
4,100,-0.098,0.6381958723068237,-0.08,-0.9,1762042485.4316819
4,101,-0.098,0.6381582021713257,-0.08,-0.9,1762042485.5313437
4,102,-0.098,0.6381291151046753,-0.08,-0.9,1762042485.6313322
4,103,-0.098,0.6384289264678955,-0.08,-0.9,1762042485.7312758
4,104,-0.098,0.6384289264678955,-0.08,-0.9,1762042485.831363
4,105,-0.098,0.6384657025337219,-0.08,-0.9,1762042485.9313154
4,106,-0.098,0.6384785771369934,-0.08,-0.9,1762042486.0314019
4,107,0.156,0.6385076642036438,0.18,1.2,1762042486.1313043
4,108,-0.098,0.6384192109107971,-0.08,0.9,1762042486.23135
4,109,-0.098,0.6384369134902954,-0.08,0.9,1762042486.3313606
4,110,-0.098,0.6384361982345581,-0.08,0.9,1762042486.43133
4,111,-0.098,0.6384367942810059,-0.08,0.9,1762042486.531236
4,112,-0.098,0.6384407877922058,-0.08,0.9,1762042486.631295
4,113,-0.098,0.63844233751297,-0.08,0.9,1762042486.7312078
4,114,-0.098,0.6384404897689819,-0.08,0.9,1762042486.8313031
4,115,-0.098,0.6384448409080505,-0.08,0.9,1762042486.9312615
4,116,0.156,0.6385511159896851,0.18,1.2,1762042487.031306
4,117,-0.098,0.6379896998405457,-0.08,-0.9,1762042487.13126
4,118,-0.098,0.637876033782959,-0.08,-0.9,1762042487.2313445
4,119,-0.098,0.652188241481781,-0.08,-0.9,1762042487.3312395
4,120,-0.098,0.6610456705093384,-0.08,-0.9,1762042487.4313293
4,121,-0.098,0.6758856773376465,-0.08,-0.9,1762042487.5312889
4,122,-0.098,0.683392345905304,-0.08,-0.9,1762042487.6313677
4,123,-0.098,0.6984700560569763,-0.08,-0.9,1762042487.7312458
4,124,-0.098,0.7059314846992493,-0.08,-0.9,1762042487.8313267
4,125,0.156,0.7070696353912354,0.18,1.2,1762042487.9312668
4,126,-0.098,0.706906259059906,-0.08,0.9,1762042488.0313072
4,127,-0.098,0.7073339819908142,-0.08,0.9,1762042488.1312323
4,128,-0.098,0.7089278101921082,-0.08,0.9,1762042488.231337
4,129,-0.098,0.7088723182678223,-0.08,0.9,1762042488.3312442
4,130,-0.098,0.7088714241981506,-0.08,0.9,1762042488.4313316
4,131,-0.098,0.7088782787322998,-0.08,0.9,1762042488.5312407
4,132,-0.098,0.7088722586631775,-0.08,0.9,1762042488.6313198
4,133,-0.098,0.7088726162910461,-0.08,0.9,1762042488.731238
4,134,0.156,0.708878219127655,0.18,1.2,1762042488.831311
4,135,-0.098,0.7001232504844666,-0.08,-0.9,1762042488.931246
4,136,-0.098,0.6996702551841736,-0.08,-0.9,1762042489.0313108
4,137,-0.098,0.7035334706306458,-0.08,-0.9,1762042489.1312299
4,138,-0.098,0.7051284313201904,-0.08,-0.9,1762042489.2313318
4,139,-0.098,0.7051478028297424,-0.08,-0.9,1762042489.3312807
4,140,-0.098,0.7051413059234619,-0.08,-0.9,1762042489.4313257
4,141,-0.098,0.7050482034683228,-0.08,-0.9,1762042489.5312662
4,142,-0.098,0.7066482901573181,-0.08,-0.9,1762042489.6313305
4,143,-0.098,0.7066574692726135,-0.08,-0.9,1762042489.731251
4,144,0.156,0.7066574692726135,0.18,1.2,1762042489.831285
4,145,-0.098,0.7056717276573181,-0.08,0.9,1762042489.9312222
4,146,-0.098,0.7077850103378296,-0.08,0.9,1762042490.031335
4,147,-0.098,0.7111729383468628,-0.08,0.9,1762042490.1312149
4,148,-0.098,0.7126065492630005,-0.08,0.9,1762042490.231332
4,149,-0.098,0.7154862880706787,-0.08,0.9,1762042490.3315926
4,150,-0.098,0.717883825302124,-0.08,0.9,1762042490.431324
4,151,-0.098,0.7180177569389343,-0.08,0.9,1762042490.5313196
4,152,-0.098,0.717955470085144,-0.08,0.9,1762042490.631316
4,153,-0.098,0.7178345322608948,-0.08,0.9,1762042490.731337
4,154,0.156,0.717785656452179,0.18,1.2,1762042490.8313446
4,155,-0.098,0.7174633145332336,-0.08,-0.9,1762042490.9313304
4,156,-0.098,0.7172533869743347,-0.08,-0.9,1762042491.0313725
4,157,-0.098,0.7171657681465149,-0.08,-0.9,1762042491.1313884
